,year,month,day,hour,PM2.5,temperature,pressure,rain,wind_speed,E,ENE,ESE,N,NE,NNE,NNW,NW,S,SE,SSE,SSW,SW,W,WNW,WSW
14785,2014,11.0,13.0,13.0,19.0,11.9,1014.0,0.0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14786,2014,11.0,13.0,14.0,27.0,13.0,1015.0,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14787,2014,11.0,13.0,15.0,21.0,12.9,1016.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14788,2014,11.0,13.0,16.0,13.0,13.1,1014.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14789,2014,11.0,13.0,17.0,8.0,8.8,1013.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14790,2014,11.0,13.0,18.0,29.0,6.3,1015.0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14791,2014,11.0,13.0,19.0,26.0,7.5,1017.0,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14792,2014,11.0,13.0,20.0,34.0,6.1,1014.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14793,2014,11.0,13.0,21.0,38.0,4.8,1018.0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14794,2014,11.0,13.0,22.0,39.0,1.8,1018.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14795,2014,11.0,13.0,23.0,35.0,0.4,1016.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14796,2014,11.0,14.0,0.0,33.0,-0.6,1014.0,0.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14797,2014,11.0,14.0,1.0,34.0,-0.8,1016.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14798,2014,11.0,14.0,2.0,59.0,-0.9,1019.0,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14799,2014,11.0,14.0,3.0,54.0,-1.3,1018.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14800,2014,11.0,14.0,4.0,63.0,-1.1,1015.0,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14801,2014,11.0,14.0,5.0,41.0,-1.6,1017.0,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14802,2014,11.0,14.0,6.0,20.0,-1.6,1018.0,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14803,2014,11.0,14.0,7.0,21.0,-1.9,1018.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14804,2014,11.0,14.0,8.0,35.0,-1.2,1013.0,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14805,2014,11.0,14.0,9.0,28.0,4.8,1012.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14806,2014,11.0,14.0,10.0,25.0,8.7,1014.0,0.0,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14807,2014,11.0,14.0,11.0,22.0,10.4,1012.0,0.0,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14808,2014,11.0,14.0,12.0,26.0,11.6,1012.0,0.0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14809,2014,11.0,14.0,13.0,20.0,12.6,1017.0,0.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14810,2014,11.0,14.0,14.0,21.0,13.2,1016.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14811,2014,11.0,14.0,15.0,20.0,13.6,1013.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14812,2014,11.0,14.0,16.0,18.0,12.2,1015.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14813,2014,11.0,14.0,17.0,28.0,10.2,1017.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14814,2014,11.0,14.0,18.0,30.0,7.9,1016.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14815,2014,11.0,14.0,19.0,38.0,4.3,1017.0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14816,2014,11.0,14.0,20.0,52.0,3.9,1017.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14817,2014,11.0,14.0,21.0,55.0,4.1,1012.0,0.0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14818,2014,11.0,14.0,22.0,54.0,2.7,1016.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14819,2014,11.0,14.0,23.0,52.0,2.5,1015.0,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14820,2014,11.0,15.0,0.0,95.0,3.7,1015.0,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14821,2014,11.0,15.0,1.0,127.0,3.7,1012.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14822,2014,11.0,15.0,2.0,143.0,3.5,1017.0,0.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14823,2014,11.0,15.0,3.0,143.0,3.4,1014.0,0.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14824,2014,11.0,15.0,4.0,94.0,3.7,1017.0,0.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14825,2014,11.0,15.0,5.0,78.0,3.2,1018.0,0.0,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14826,2014,11.0,15.0,6.0,61.0,2.1,1013.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14827,2014,11.0,15.0,7.0,46.0,2.7,1015.0,0.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14828,2014,11.0,15.0,8.0,32.0,2.2,1013.0,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14829,2014,11.0,15.0,9.0,32.0,4.9,1013.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14830,2014,11.0,15.0,10.0,43.0,7.0,1015.0,0.0,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14831,2014,11.0,15.0,11.0,75.0,8.0,1016.0,0.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14832,2014,11.0,15.0,12.0,94.0,8.2,1013.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14833,2014,11.0,15.0,13.0,93.0,8.5,1014.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14834,2014,11.0,15.0,14.0,117.0,8.4,1017.0,0.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14835,2014,11.0,15.0,15.0,131.0,8.5,1012.0,0.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14836,2014,11.0,15.0,16.0,161.0,8.2,1015.0,0.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14837,2014,11.0,15.0,17.0,194.0,7.0,1014.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14838,2014,11.0,15.0,18.0,194.0,5.0,1016.0,0.0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14839,2014,11.0,15.0,19.0,197.0,3.7,1017.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14840,2014,11.0,15.0,20.0,216.0,2.2,1014.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14841,2014,11.0,15.0,21.0,225.0,2.3,1017.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14842,2014,11.0,15.0,22.0,220.0,3.3,1013.0,0.0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14843,2014,11.0,15.0,23.0,203.0,2.6,1017.0,0.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14844,2014,11.0,16.0,0.0,166.0,2.3,1017.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14845,2014,11.0,16.0,1.0,160.0,3.1,1014.0,0.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14846,2014,11.0,16.0,2.0,156.0,1.6,1015.0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14847,2014,11.0,16.0,3.0,153.0,1.9,1016.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14848,2014,11.0,16.0,4.0,146.0,2.3,1019.0,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14849,2014,11.0,16.0,5.0,133.0,2.3,1017.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14850,2014,11.0,16.0,6.0,135.0,0.8,1018.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14851,2014,11.0,16.0,7.0,146.0,0.1,1014.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14852,2014,11.0,16.0,8.0,164.0,1.7,1019.0,0.0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14853,2014,11.0,16.0,9.0,174.0,6.2,1018.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14854,2014,11.0,16.0,10.0,89.0,9.8,1020.0,0.0,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14855,2014,11.0,16.0,11.0,32.0,10.8,1022.0,0.0,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14856,2014,11.0,16.0,12.0,15.0,11.4,1018.0,0.0,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14857,2014,11.0,16.0,13.0,10.0,12.6,1020.8,0.0,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14858,2014,11.0,16.0,14.0,12.0,12.6,1018.0,0.0,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14859,2014,11.0,16.0,15.0,10.0,12.2,1024.0,0.0,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14860,2014,11.0,16.0,16.0,14.0,11.1,1023.0,0.0,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14861,2014,11.0,16.0,17.0,11.0,9.5,1024.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14862,2014,11.0,16.0,18.0,12.0,9.3,1024.0,0.0,3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14863,2014,11.0,16.0,19.0,14.0,9.1,1026.0,0.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14864,2014,11.0,16.0,20.0,13.0,8.4,1026.0,0.0,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14865,2014,11.0,16.0,21.0,12.0,8.2,1022.0,0.0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14866,2014,11.0,16.0,22.0,11.0,7.5,1022.0,0.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14867,2014,11.0,16.0,23.0,9.0,6.9,1024.0,0.0,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14868,2014,11.0,17.0,0.0,11.0,5.0,1022.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14869,2014,11.0,17.0,1.0,10.0,3.3,1022.0,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14870,2014,11.0,17.0,2.0,13.0,2.5,1027.0,0.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14871,2014,11.0,17.0,3.0,14.0,1.4,1024.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14872,2014,11.0,17.0,4.0,8.0,0.8,1026.0,0.0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14873,2014,11.0,17.0,5.0,8.0,-0.4,1023.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14874,2014,11.0,17.0,6.0,9.0,-1.3,1022.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14875,2014,11.0,17.0,7.0,11.0,-1.7,1021.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14876,2014,11.0,17.0,8.0,17.0,-1.1,1023.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14877,2014,11.0,17.0,9.0,15.0,5.3,1026.0,0.0,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14878,2014,11.0,17.0,10.0,19.0,8.7,1022.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14879,2014,11.0,17.0,11.0,11.0,10.0,1025.0,0.0,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14880,2014,11.0,17.0,12.0,11.0,11.2,1026.0,0.0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14881,2014,11.0,17.0,13.0,8.0,12.5,1024.0,0.0,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14882,2014,11.0,17.0,14.0,9.0,13.6,1023.0,0.0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14883,2014,11.0,17.0,15.0,7.0,13.6,1024.0,0.0,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14884,2014,11.0,17.0,16.0,10.0,13.4,1025.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14885,2014,11.0,17.0,17.0,13.0,10.0,1024.0,0.0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14886,2014,11.0,17.0,18.0,21.0,6.7,1026.0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14887,2014,11.0,17.0,19.0,42.0,4.1,1027.0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14888,2014,11.0,17.0,20.0,47.0,3.4,1021.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14889,2014,11.0,17.0,21.0,54.0,2.3,1024.0,0.0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14890,2014,11.0,17.0,22.0,56.0,0.8,1024.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14891,2014,11.0,17.0,23.0,54.0,0.6,1023.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14892,2014,11.0,18.0,0.0,62.0,-0.2,1021.0,0.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14893,2014,11.0,18.0,1.0,82.0,0.0,1026.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14894,2014,11.0,18.0,2.0,47.0,-0.6,1026.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14895,2014,11.0,18.0,3.0,36.0,-1.6,1022.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14896,2014,11.0,18.0,4.0,33.0,-1.7,1022.0,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14897,2014,11.0,18.0,5.0,28.0,-1.8,1025.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14898,2014,11.0,18.0,6.0,38.0,-2.0,1022.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,2014,11.0,18.0,7.0,42.0,-2.2,1023.0,0.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14900,2014,11.0,18.0,8.0,52.0,-1.5,1022.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14901,2014,11.0,18.0,9.0,39.0,3.7,1018.0,0.0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14902,2014,11.0,18.0,10.0,38.0,7.2,1019.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14903,2014,11.0,18.0,11.0,45.0,9.2,1019.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14904,2014,11.0,18.0,12.0,54.0,10.6,1017.0,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14905,2014,11.0,18.0,14.0,57.0,13.7,1013.0,0.0,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14906,2014,11.0,18.0,15.0,57.0,13.7,1016.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14907,2014,11.0,18.0,16.0,55.0,13.1,1010.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14908,2014,11.0,18.0,17.0,61.0,9.4,1010.0,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14909,2014,11.0,18.0,18.0,74.0,5.6,1009.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14910,2014,11.0,18.0,19.0,89.0,3.8,1009.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14911,2014,11.0,18.0,20.0,116.0,2.6,1013.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14912,2014,11.0,18.0,21.0,135.0,1.9,1014.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14913,2014,11.0,18.0,22.0,135.0,1.2,1013.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14914,2014,11.0,18.0,23.0,140.0,0.7,1015.0,0.0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14915,2014,11.0,19.0,0.0,162.0,2.4,1015.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14916,2014,11.0,19.0,1.0,248.0,2.6,1013.0,0.0,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14917,2014,11.0,19.0,2.0,233.0,2.4,1009.0,0.0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14918,2014,11.0,19.0,3.0,211.0,1.9,1012.0,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14919,2014,11.0,19.0,4.0,198.0,0.8,1012.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14920,2014,11.0,19.0,5.0,183.0,1.4,1008.0,0.0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14921,2014,11.0,19.0,6.0,124.0,1.4,1008.0,0.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14922,2014,11.0,19.0,7.0,118.0,1.8,1010.0,0.0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14923,2014,11.0,19.0,8.0,160.0,3.7,1010.0,0.0,1.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14924,2014,11.0,19.0,9.0,178.0,4.4,1014.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14925,2014,11.0,19.0,10.0,210.0,4.9,1009.0,0.0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14926,2014,11.0,19.0,11.0,240.0,6.3,1014.0,0.0,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14927,2014,11.0,19.0,12.0,255.0,6.9,1013.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14928,2014,11.0,19.0,13.0,275.0,7.9,1009.0,0.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14929,2014,11.0,19.0,14.0,281.0,8.6,1012.0,0.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14930,2014,11.0,19.0,15.0,316.0,8.7,1010.0,0.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14931,2014,11.0,19.0,16.0,364.0,8.0,1008.0,0.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14932,2014,11.0,19.0,17.0,354.0,6.3,1010.0,0.0,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14933,2014,11.0,19.0,18.0,322.0,4.6,1011.0,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14934,2014,11.0,19.0,19.0,337.0,3.5,1012.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14935,2014,11.0,19.0,20.0,342.0,2.6,1008.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14936,2014,11.0,19.0,21.0,354.0,2.2,1008.0,0.0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14937,2014,11.0,19.0,22.0,375.0,2.4,1009.0,0.0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14938,2014,11.0,19.0,23.0,384.0,2.1,1009.0,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14939,2014,11.0,20.0,0.0,339.0,2.5,1012.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14940,2014,11.0,20.0,1.0,313.0,1.6,1009.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14941,2014,11.0,20.0,2.0,297.0,2.2,1013.0,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14942,2014,11.0,20.0,3.0,297.0,1.2,1008.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14943,2014,11.0,20.0,4.0,302.0,0.5,1013.0,0.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14944,2014,11.0,20.0,5.0,306.0,0.2,1009.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14945,2014,11.0,20.0,6.0,302.0,0.7,1009.0,0.0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14946,2014,11.0,20.0,7.0,302.0,1.4,1008.0,0.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14947,2014,11.0,20.0,8.0,289.0,1.7,1011.0,0.0,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14948,2014,11.0,20.0,9.0,305.0,2.7,1012.0,0.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14949,2014,11.0,20.0,10.0,306.0,4.0,1012.0,0.0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14950,2014,11.0,20.0,11.0,292.0,6.0,1015.0,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14951,2014,11.0,20.0,14.0,186.0,9.9,1010.0,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14952,2014,11.0,20.0,15.0,272.0,9.3,1008.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14953,2014,11.0,20.0,16.0,269.0,8.8,1009.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14954,2014,11.0,20.0,17.0,292.0,7.7,1010.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14955,2014,11.0,20.0,18.0,295.0,7.0,1012.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14956,2014,11.0,20.0,19.0,296.0,4.5,1010.0,0.0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14957,2014,11.0,20.0,20.0,302.0,3.9,1012.0,0.0,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14958,2014,11.0,20.0,21.0,404.0,3.8,1012.0,0.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14959,2014,11.0,20.0,22.0,464.0,2.7,1015.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14960,2014,11.0,20.0,23.0,464.0,2.7,1011.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14961,2014,11.0,21.0,0.0,455.0,2.3,1011.0,0.0,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14962,2014,11.0,21.0,1.0,419.0,2.1,1011.0,0.0,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14963,2014,11.0,21.0,2.0,411.0,1.9,1012.0,0.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14964,2014,11.0,21.0,3.0,394.0,1.8,1014.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14965,2014,11.0,21.0,4.0,360.0,1.7,1017.0,0.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14966,2014,11.0,21.0,5.0,346.0,0.2,1017.0,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14967,2014,11.0,21.0,6.0,322.0,-0.7,1013.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14968,2014,11.0,21.0,7.0,307.0,-0.1,1017.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14969,2014,11.0,21.0,8.0,303.0,0.1,1017.0,0.0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14970,2014,11.0,21.0,9.0,306.0,0.3,1020.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,2014,11.0,21.0,10.0,266.0,5.5,1020.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14972,2014,11.0,21.0,11.0,158.0,8.4,1023.0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14973,2014,11.0,21.0,12.0,125.0,10.6,1024.0,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14974,2014,11.0,21.0,13.0,89.0,13.8,1015.2,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14975,2014,11.0,21.0,14.0,89.0,13.8,1024.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14976,2014,11.0,21.0,15.0,95.0,14.6,1023.0,0.0,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14977,2014,11.0,21.0,16.0,34.0,14.1,1026.0,0.0,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14978,2014,11.0,21.0,17.0,20.0,12.4,1026.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14979,2014,11.0,21.0,18.0,17.0,10.8,1027.0,0.0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
